,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
[ 2.  1.  2. 10.],-8.659848195050912e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.144923894998959e-09,0.0,0.0,0.0,0.0
[ 2.  1.  3. 10.],0.0,0.0,0.0,0.0,0.0,-1.587891258261e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  1.  3. 15.],-0.019889209,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.020072921358024624,0.0,-0.01,-0.000178209,-0.01
[ 2.  1.  2. 15.],-0.009529029992234673,-9.143657265907734e-05,-8.999999942126075e-05,-0.009999999999427049,0.0,-0.000268005762,0.0,0.0,0.0,0.0,-2.3661447109316027e-06,-0.01001476937602206,0.0,0.0,0.0,-0.0001805827104876902
[ 2.  1.  3. 20.],-0.0199,-0.01,-0.01,-0.01,-9e-05,-0.009901611900000001,-0.01,-0.01,0.0,-0.01,-0.0199,-0.019801,0.0,-0.01,0.0,-0.019801
[ 1.  5.  0. 10.],0.0,0.0,6.507052664604072e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  1.  0. 20.],-4.8101695016462954e-08,-8.019000000000002e-07,-1.4290430951856511e-08,-9.567333860927724e-05,-0.009999999999995337,-0.009899999999995477,-1.3865990862155422e-08,0.0,0.0,1.1973342968852445e-10,-0.009800999999994895,-6.263393203730911e-08,0.0,-0.0099,0.0,-1.1609860977891085e-07
[ 3.  1.  0. 20.],0.0,-0.01,-0.01,-0.01,-0.0099,-0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0199
[ 3.  3.  1. 20.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  3.  2. 20.],-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0
[ 3.  3.  3. 20.],-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0
[ 2.  1.  2. 20.],-0.019892615766546135,-0.01,-0.0003552197420742698,-0.009998421424854362,-0.0001730250473293143,-0.01,-0.01,-8.910000000000001e-05,-0.01000025961501902,-0.0099992219172319,-0.0199,-0.0008079376981987429,0.0,-0.01,-0.01,-0.0100865488272319
[ 2.  4.  3. 15.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0
[ 1.  3.  1. 10.],0.0,0.0,0.0,0.0,0.0,0.0,5.782666677335701e-13,0.0,0.0,0.0,0.0,-0.009999999996231253,0.0,0.0,0.0,0.0
[ 1.  3.  2. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1.  3.  3. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  2.  3. 15.],0.0,-0.01,-0.01,-0.01,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0
[ 2.  2.  3. 20.],-0.019691419929201457,0.0,-0.00017910000000000002,-0.01,-0.01,0.0,-0.01,-0.01,0.0,-0.01,-0.01,-0.0199,0.0,-0.01,-0.000178209,-0.009801
[ 1.  1.  3. 15.],-0.00043628911593905206,-0.00027018861238664994,-8.990165782872384e-05,-0.00017909975538254937,-8.999975538254936e-05,-0.0002680963044371318,-8.722564687578321e-05,0.0,0.0,-8.28677491968812e-05,-0.009989631823491983,-0.00035353906616363153,0.0,0.0,0.0,-0.01
[ 1.  1.  3. 20.],-0.01032105194784758,-0.01004563749704953,-0.010022272514002912,-0.010166441416710957,-0.00998057607052864,-0.01,-0.010089073361159624,-0.01,-0.00999767376401424,-0.019801,-0.01988918236115962,-0.019548175400741552,-0.01,-0.01,-0.01989999300311257,-0.01
[ 2.  1.  3. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0
[ 3.  1.  1. 20.],-0.01,-0.01,-0.01,-0.01,0.0,-0.01,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,-0.01,0.0
[ 2.  5.  0. 25.],0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0
[ 3.  1.  2. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  1.  3. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0
[ 3.  4.  2. 20.],0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01
[ 1.  2.  0. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  2.  0. 25.],-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9e-05,0.0,-0.01,-0.01,-0.009998445629909444,0.0
[ 2.  3.  0. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  3.  0. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  3.  0. 20.],-0.01,-0.01,0.0,0.0,0.0,0.0,-0.01,0.0,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01
[ 3.  2.  1. 15.],-0.0199,-0.01,-0.01,-0.01,0.0,0.0,-0.01,-0.01,-0.01,-0.01,-0.0099,-0.01,0.0,0.0,-0.01,-0.01
[ 2.  4.  0. 25.],0.0,-0.01,-0.01,0.0,-0.01,-0.01,0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0
[ 3.  2.  3. 20.],0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0
[ 2.  5.  3. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01
[ 2.  3.  0. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.01,0.0,0.0,0.0
[ 3.  3.  1. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.01
[ 1.  2.  1. 25.],0.0,0.0,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009999985775095902,0.0,0.0
[ 1.  3.  1. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00030056233603468173,0.0,-0.01,0.0,-0.01,0.0,-0.01
[ 1.  4.  0. 25.],0.0,0.0,0.0,0.0,0.0,7.151490000000001e-09,-0.01,-0.01,0.0,0.0,-0.019701,0.0,-0.01,0.0,0.0,0.0
[ 2.  3.  3. 25.],-0.01,0.0,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-9.99999999999994e-05,0.0,0.0,0.0,-9.99999999999994e-05
[ 2.  4.  1. 25.],0.0,-0.01,-0.01,0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,0.0,-0.01
[ 3.  2.  1. 25.],0.0,0.0,-0.01,0.0,0.0,0.0,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0
[ 3.  2.  2. 25.],0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  2.  0. 20.],-9e-05,0.0,0.0,0.0,-0.01,-0.01,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,0.0,0.0,-0.01
[ 1.  3.  0. 25.],0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0
[ 2.  2.  1. 25.],-0.01972901929003874,8.910000000000001e-05,0.0,-0.009729951173948353,1.5859300995377102e-06,0.0,0.0,0.0,-0.01,0.00017629723840419,0.0,-0.01,0.0,-0.01,-0.01,0.0
[ 3.  5.  0. 20.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0
[ 2.  5.  3. 15.],0.0,-9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0
[ 3.  5.  1. 20.],0.0,-0.01,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  3.  3. 20.],-0.0199,-0.01,0.0,-0.0100891,-0.01,-0.01,0.0,0.0,-0.01,0.0,-0.01,-0.019801,0.0,-0.01,0.0,-0.0099109
[ 1.  1.  1. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  5.  2. 15.],-0.01,0.0,0.0,-0.01,0.0,0.0,-0.01,0.0,-0.01,0.0,0.0,-9e-05,0.0,0.0,0.0,0.0
[ 3.  1.  2. 20.],-0.01,0.0,0.0,-9e-05,0.0,-0.01,-0.01,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01,0.0,-9e-05
[ 3.  1.  3. 20.],-0.01,-0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0199,0.0,0.0,0.0,-0.01
[ 1.  1.  2. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6110981e-06,0.0,0.0
[ 2.  1.  2. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0099135463591,0.010070980709961262,0.0,0.0,0.0,0.0
[ 2.  2.  3. 25.],-0.01,0.0,0.0,-0.01,0.0,0.0,9e-05,0.0,0.0,0.0,-0.01,-0.009825547689050852,0.0,0.0,0.0,0.0
[ 2.  0.  0. 20.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  3.  3. 15.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  2.  2. 15.],-0.01,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  1.  2. 25.],0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  3.  2. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.99999999999994e-05
[ 2.  2.  1. 10.],-0.0002545322589044097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009999992939316858,0.0,0.0,0.0,-1.3811511343114437e-08
[ 1.  4.  1. 10.],0.0,3.460740492273249e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1.  4.  2. 10.],0.0,0.0,2.766788374246632e-12,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1.  1.  2. 10.],-0.009999999997829993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.05656352743211e-09,0.0,0.0,0.0,0.0
[ 3.  2.  0. 25.],-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.01,0.0,0.0
[ 3.  4.  1. 20.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0
[ 1.  4.  3. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  1.  0. 25.],0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  1.  0. 25.],0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0
[ 1.  1.  3. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.099977984429443e-07,0.0,1.9727338746615688e-14,0.0,0.0
[ 1.  2.  3. 10.],-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  1.  1. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  1.  1. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009998445629909444,0.0
[ 3.  1.  1. 25.],0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  2.  1. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  3.  1. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  2.  2. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.938804327776621e-07,0.0,0.0,0.0,0.0
[ 2.  3.  2. 10.],-0.01,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,-0.00017909993633868262,0.0,0.0,0.0,0.0,0.0
[ 2.  3.  1. 10.],0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0
[ 2.  4.  1. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,0.0,0.0,0.0
[ 2.  4.  0. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1.  4.  0. 10.],0.0,-8.820899606949787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  0.  0. 20.],0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2.  5.  1. 10.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  4.  0. 25.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  4.  1. 25.],-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 3.  1.  2. 15.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
[ 2.  3.  1. 30.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0
